"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-11","15674","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-12","17311","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-13","16762","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-14","16431","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-15","15303","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-16","13678","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-17","14622","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-18","14828","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-19","15892","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-20","15358","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-21","15636","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-22","14275","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-23","13081","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-24","14139","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-25","14545","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-26","14904","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-27","15400","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-28","16635","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-29","16384","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-30","14530","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-10-31","14969","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-01","15784","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-02","15796","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-03","16577","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-04","16155","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-05","15329","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-06","14715","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-07","15179","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-08","15342","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-09","15520","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-10","14765","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-11","16356","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-12","14545","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-13","13346","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-14","15290","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-15","14900","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-16","15879","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-17","15329","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-18","15724","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-19","14314","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-20","14416","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-21","13748","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-22","15285","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-23","15308","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-24","16308","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-25","15505","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-26","14691","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-27","13871","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-28","14166","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-29","14679","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-11-30","15358","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-01","16119","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-02","15929","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-03","15381","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-04","13529","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-05","13669","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-06","15467","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-07","15691","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-08","15286","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-09","15883","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-10","16083","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-11","16260","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-12","16989","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-13","16890","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-14","17267","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-15","17244","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-16","18569","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-17","16992","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-18","18694","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-19","18572","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-20","20688","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-21","19791","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-22","19993","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-23","18988","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-24","18734","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-25","17269","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-26","17016","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-27","18243","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-28","17961","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-29","17236","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-30","18293","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2019-12-31","17577","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-01","17210","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-02","17277","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-03","19473","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-04","18181","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-05","19322","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-06","17964","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-07","17669","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-08","18956","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-09","17947","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-10","18788","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-11","18264","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-12","18496","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-13","17787","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-14","17430","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-15","17775","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-16","18669","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-17","18773","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-18","17871","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-19","18465","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-20","17642","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-21","18539","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-22","17584","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-23","18389","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-24","18052","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-25","19073","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-26","17126","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-27","17989","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-28","16425","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-29","16475","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-30","16158","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-01-31","17375","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-01","17348","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-02","17272","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-03","17374","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-04","14872","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-05","15403","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-06","15316","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-07","15775","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-08","15479","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-09","15599","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-10","16917","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-11","13022","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-12","14499","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-13","14413","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-14","15982","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-15","15363","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-16","14959","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-17","15362","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-18","12067","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-19","13170","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-20","13589","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-21","14663","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-22","13387","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-23","13453","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-24","13531","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-25","10923","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-26","11276","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-27","12136","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-28","13364","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-02-29","12413","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-01","14087","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-02","12759","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-03","11663","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-04","11799","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-05","11911","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-06","12496","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-07","12394","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-08","12362","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-09","12099","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-10","10159","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-11"," 9666","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-12"," 9814","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-13","10611","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-14","10810","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-15","13203","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-16"," 6599","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-17"," 5958","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-18"," 5985","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-19"," 6455","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-20"," 6180","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-21"," 6127","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-22"," 6050","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-23"," 4252","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-24"," 3755","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-25"," 3128","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-26"," 1478","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-27"," 1294","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-28","  726","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-29","  813","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-30","  393","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-03-31","  363","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-01","  188","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-02","  300","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-03","  168","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-04","  280","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-05","  103","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-06","  200","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-07","   98","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-08","   40","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-09","  124","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-10","   48","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-11","  214","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-12","  132","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-13","  292","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-14","   74","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-15","  291","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-16","  179","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-17","  205","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-18","  442","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-19","  125","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-20","  352","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-21","   49","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-22","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-23","  231","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-24","  427","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-25","  272","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-26","  107","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-27","  266","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-28","   87","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-29","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-04-30","  403","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-01","   97","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-02","  288","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-03","  162","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-04","   17","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-05","  316","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-06","    2","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-07","  219","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-08","   21","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-09","  435","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-10","  143","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-11","    2","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-12","  288","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-13","   19","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-14","  136","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-15","   45","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-16","  418","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-17","  146","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-18","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-19","  395","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-20","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-21","  220","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-22","   56","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-23","  480","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-24","  138","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-25","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-26","  468","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-27","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-28","  323","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-29","   53","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-30","  511","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-05-31","  143","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-01","   45","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-02","  584","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-03","    3","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-04","  179","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-05","  248","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-06","  705","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-07","   99","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-09","  545","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-10","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-11","  210","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-12","  116","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-13","  617","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2020-06-14","  110","Number","12-10-21"
