"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-04-26","  708","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-04-27","  529","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-04-28","  890","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-04-29","  501","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-04-30","  743","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-01","  170","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-02","  630","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-03","  477","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-04","  643","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-05","  877","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-06","  356","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-07","  468","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-08","    0","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-09","  621","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-10","  401","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-11","  508","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-12","  760","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-13","  365","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-14","  510","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-15","  165","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-16","  463","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-17","  565","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-18","  570","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-19","  797","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-20","  316","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-21","  526","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-22","  153","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-23","  573","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-24","  413","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-25","  512","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-26","  702","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-27","  306","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-28","  531","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-29","  167","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-30","  517","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-05-31","  426","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-01","  543","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-02","  717","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-03","  504","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-04","  528","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-05","  283","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-06","  604","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-07","  468","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-08","  674","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-09","  914","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-10","  672","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-11","  568","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-12","  310","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-13","  702","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-14","  437","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-15","  594","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-16"," 1041","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-17","  714","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-18","  636","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-19","  339","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-20","  961","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-21","  463","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-22","  804","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-23"," 1436","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-24","  895","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-25","  954","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-26","  703","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-27"," 1086","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-28","  610","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-29"," 1108","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-06-30"," 2111","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-01"," 1393","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-02"," 1599","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-03"," 1111","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-04"," 1299","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-05"," 1065","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-06","  980","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-07"," 2068","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-08"," 1406","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-09"," 1442","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-10"," 1168","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-11"," 1240","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-12"," 1125","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-13"," 1074","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-14"," 1805","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-15"," 1247","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-16"," 1279","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-17","  993","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-18"," 1058","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-19"," 1037","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-20"," 1117","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-21"," 1767","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-22"," 1238","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-23"," 1385","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-24","  754","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-25"," 1222","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-26","  894","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-27","  984","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-28"," 1804","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-29"," 1057","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-30"," 1131","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-07-31","  762","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-01"," 1363","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-02","  935","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-03"," 1082","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-04"," 1952","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-05"," 1190","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-06"," 1201","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-07","  870","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-08"," 1349","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-09","  958","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-10"," 1085","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-11"," 1883","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-12"," 1244","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-13"," 1204","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-14","  779","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-15"," 1364","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-16","  918","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-17"," 1098","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-18"," 1655","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-19"," 1180","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-20"," 1048","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-21","  683","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-22"," 1112","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-23","  924","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-24"," 1073","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-25"," 1441","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-26"," 1016","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-27","  947","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-28","  609","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-29","  984","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-30","  803","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-08-31"," 1084","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-01"," 1584","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-02","  738","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-03"," 1053","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-04","  619","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-05","  941","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-06","  735","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-07","  944","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-08"," 1166","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-09","  842","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-10","  860","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-11","  460","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-12","  788","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-13","  706","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-14","  889","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-15"," 1241","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-16","  796","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-17","  275","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-18","  846","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-19","  963","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-20","  769","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-21","  964","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-22"," 1562","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-23","  996","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-24","  967","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-25"," 1049","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-26","  952","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-27"," 1178","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-28","  868","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-29"," 1335","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-09-30"," 1030","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-01","  888","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-02","  869","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-03","  736","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-04","  888","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-05","  767","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-06","  953","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-07","  816","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-08","  717","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-09","  549","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-10","  638","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-11","  820","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-12","  652","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-13","  950","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-14","  613","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-15","  947","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-16","  301","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-17","  777","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-18","  431","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-19","  658","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-20","  995","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-21","  678","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-22","  929","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-23","  295","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-24","  735","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-25","  441","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-26","  569","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-27"," 1231","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-28","  701","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-29","  839","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-30","  641","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-10-31","  689","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-01","  919","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-02","  889","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-03","  964","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-04","  772","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-05","  886","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-06","  710","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-07","  630","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-08","  894","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-09","  807","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-10"," 1200","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-11","  682","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-12","  861","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-13","  756","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-14","  692","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-15"," 1037","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-16"," 1140","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-17"," 1161","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-18","  898","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-19"," 1047","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-20","  550","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-21","  614","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-22","  935","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-23","  858","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-24"," 1178","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-25","  683","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-26","  904","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-27","  672","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-28","  538","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-29","  899","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-11-30","  818","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-01"," 1126","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-02","  674","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-03","  774","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-04","  660","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-05","  407","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-06","  932","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-07","  725","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-08","  957","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-09","  754","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-10","  880","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-11","  669","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-12","  594","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-13","  861","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-14","  958","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-15"," 1429","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-16"," 1038","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-17"," 1084","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-18"," 1050","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-19"," 1260","Number","12-10-21"
